65536,1,4,8,1,1,,
65536,2,4,8,1,1,,
65536,4,4,8,1,1,,
65536,8,4,8,1,1,,
65536,16,4,8,1,1,,
65536,32,4,8,1,1,,
65536,48,4,8,1,1,,
65536,64,4,8,1,1,,
65536,80,4,8,1,1,,
65536,96,4,8,1,1,,
65536,112,4,8,1,1,,
65536,128,4,8,1,1,,
65536,144,4,8,1,1,,
65536,160,4,8,1,1,,
65536,176,4,8,1,1,,
65536,192,4,8,1,1,,
65536,208,4,8,1,1,,
65536,224,4,8,1,1,,
65536,240,4,8,1,1,,
65536,256,4,8,1,1,,
65536,272,4,8,1,1,,
65536,288,4,8,1,1,,
65536,304,4,8,1,1,,
65536,320,4,8,1,1,,
65536,336,4,8,1,1,,
65536,352,4,8,1,1,,
65536,368,4,8,1,1,,
65536,384,4,8,1,1,,
65536,400,4,8,1,1,,
65536,416,4,8,1,1,,
65536,432,4,8,1,1,,
65536,448,4,8,1,1,,
65536,464,4,8,1,1,,
65536,480,4,8,1,1,,
65536,496,4,8,1,1,,
65536,512,4,8,1,1,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,1024+G4
