1,256,4,8,1,1
2,256,4,8,1,1
4,256,4,8,1,1
8,256,4,8,1,1
16,256,4,8,1,1
32,256,4,8,1,1
64,256,4,8,1,1
128,256,4,8,1,1
256,256,4,8,1,1
512,256,4,8,1,1
1024,256,4,8,1,1
2048,256,4,8,1,1
4096,256,4,8,1,1
8192,256,4,8,1,1
16384,256,4,8,1,1
32768,256,4,8,1,1
65536,256,4,8,1,1
"66,000",256,4,8,1,1
"67,000",256,4,8,1,1
"68,000",256,4,8,1,1
"69,000",256,4,8,1,1
"70,000",256,4,8,1,1
"71,000",256,4,8,1,1
"72,000",256,4,8,1,1
"73,000",256,4,8,1,1
"74,000",256,4,8,1,1
"75,000",256,4,8,1,1
"80,000",256,4,8,1,1
"85,000",256,4,8,1,1
"86,000",256,4,8,1,1
"87,000",256,4,8,1,1
"88,000",256,4,8,1,1
"89,000",256,4,8,1,1
