16384,256,1,1,1,1
16384,256,1,2,1,1
16384,256,1,3,1,1
16384,256,1,4,1,1
16384,256,1,5,1,1
16384,256,1,6,1,1
16384,256,1,7,1,1
16384,256,1,8,1,1
16384,256,2,1,1,1
16384,256,2,2,1,1
16384,256,2,3,1,1
16384,256,2,4,1,1
16384,256,2,5,1,1
16384,256,2,6,1,1
16384,256,2,7,1,1
16384,256,2,8,1,1
16384,256,3,1,1,1
16384,256,3,2,1,1
16384,256,3,3,1,1
16384,256,3,4,1,1
16384,256,3,5,1,1
16384,256,3,6,1,1
16384,256,3,7,1,1
16384,256,3,8,1,1
16384,256,4,1,1,1
16384,256,4,2,1,1
16384,256,4,3,1,1
16384,256,4,4,1,1
16384,256,4,5,1,1
16384,256,4,6,1,1
16384,256,4,7,1,1
16384,256,4,8,1,1
16384,256,5,1,1,1
16384,256,5,2,1,1
16384,256,5,3,1,1
16384,256,5,4,1,1
16384,256,5,5,1,1
16384,256,5,6,1,1
16384,256,6,1,1,1
16384,256,6,2,1,1
16384,256,6,3,1,1
16384,256,6,4,1,1
16384,256,6,5,1,1
16384,256,7,1,1,1
16384,256,7,2,1,1
16384,256,7,3,1,1
16384,256,7,4,1,1
16384,256,8,1,1,1
16384,256,8,2,1,1
16384,256,8,3,1,1
16384,256,8,4,1,1
