65536,1,8,8,1,1
65536,2,8,8,1,1
65536,4,8,8,1,1
65536,8,8,8,1,1
65536,16,8,8,1,1
65536,32,8,8,1,1
65536,48,8,8,1,1
65536,64,8,8,1,1
65536,80,8,8,1,1
65536,96,8,8,1,1
65536,112,8,8,1,1
65536,128,8,8,1,1
65536,144,8,8,1,1
65536,160,8,8,1,1
65536,176,8,8,1,1
65536,192,8,8,1,1
65536,208,8,8,1,1
65536,224,8,8,1,1
65536,240,8,8,1,1
65536,256,8,8,1,1
65536,272,8,8,1,1
65536,288,8,8,1,1
65536,304,8,8,1,1
65536,320,8,8,1,1
65536,336,8,8,1,1
65536,352,8,8,1,1
65536,368,8,8,1,1
65536,384,8,8,1,1
65536,400,8,8,1,1
65536,416,8,8,1,1
65536,432,8,8,1,1
65536,448,8,8,1,1
65536,464,8,8,1,1
65536,480,8,8,1,1
65536,496,8,8,1,1
65536,512,8,8,1,1
65536,1024,8,8,1,1
65536,2048,8,8,1,1
