65536,256,1,1,1,1
65536,256,1,2,1,1
65536,256,1,3,1,1
65536,256,1,4,1,1
65536,256,1,5,1,1
65536,256,1,6,1,1
65536,256,1,7,1,1
65536,256,1,8,1,1
65536,256,1,9,1,1
65536,256,1,10,1,1
65536,256,1,11,1,1
65536,256,1,12,1,1
65536,256,1,13,1,1
65536,256,1,14,1,1
65536,256,1,15,1,1
65536,256,1,16,1,1
65536,256,1,17,1,1
65536,256,1,18,1,1
65536,256,1,19,1,1
65536,256,1,20,1,1
65536,256,1,21,1,1
65536,256,1,22,1,1
65536,256,1,23,1,1
65536,256,1,24,1,1
65536,256,1,25,1,1
65536,256,1,26,1,1
65536,256,1,27,1,1
65536,256,1,28,1,1
65536,256,1,29,1,1
65536,256,1,30,1,1
65536,256,1,31,1,1
65536,256,1,32,1,1
65536,256,2,1,1,1
65536,256,2,2,1,1
65536,256,2,3,1,1
65536,256,2,4,1,1
65536,256,2,5,1,1
65536,256,2,6,1,1
65536,256,2,7,1,1
65536,256,2,8,1,1
65536,256,2,9,1,1
65536,256,2,10,1,1
65536,256,2,11,1,1
65536,256,2,12,1,1
65536,256,2,13,1,1
65536,256,2,14,1,1
65536,256,2,15,1,1
65536,256,2,16,1,1
65536,256,3,1,1,1
65536,256,3,2,1,1
65536,256,3,3,1,1
65536,256,3,4,1,1
65536,256,3,5,1,1
65536,256,3,6,1,1
65536,256,3,7,1,1
65536,256,3,8,1,1
65536,256,3,9,1,1
65536,256,3,10,1,1
65536,256,4,1,1,1
65536,256,4,2,1,1
65536,256,4,3,1,1
65536,256,4,4,1,1
65536,256,4,5,1,1
65536,256,4,6,1,1
65536,256,4,7,1,1
65536,256,4,8,1,1
65536,256,5,1,1,1
65536,256,5,2,1,1
65536,256,5,3,1,1
65536,256,5,4,1,1
65536,256,5,5,1,1
65536,256,5,6,1,1
65536,256,6,1,1,1
65536,256,6,2,1,1
65536,256,6,3,1,1
65536,256,6,4,1,1
65536,256,6,5,1,1
65536,256,7,1,1,1
65536,256,7,2,1,1
65536,256,7,3,1,1
65536,256,7,4,1,1
65536,256,8,1,1,1
65536,256,8,2,1,1
65536,256,8,3,1,1
65536,256,8,4,1,1
65536,256,9,1,1,1
65536,256,9,2,1,1
65536,256,9,3,1,1
65536,256,10,1,1,1
65536,256,10,2,1,1
65536,256,10,3,1,1
65536,256,11,1,1,1
65536,256,11,2,1,1
65536,256,12,1,1,1
65536,256,12,2,1,1
65536,256,13,1,1,1
65536,256,13,2,1,1
65536,256,14,1,1,1
65536,256,14,2,1,1
65536,256,15,1,1,1
65536,256,15,2,1,1
65536,256,16,1,1,1
65536,256,16,2,1,1
65536,256,17,1,1,1
65536,256,18,1,1,1
65536,256,19,1,1,1
65536,256,20,1,1,1
65536,256,21,1,1,1
65536,256,22,1,1,1
65536,256,23,1,1,1
65536,256,24,1,1,1
65536,256,25,1,1,1
65536,256,26,1,1,1
65536,256,27,1,1,1
65536,256,28,1,1,1
65536,256,29,1,1,1
65536,256,30,1,1,1
65536,256,31,1,1,1
65536,256,32,1,1,1
